,wav_id,sentences,상황,1번 감정,2번 감정,3번 감정,4번 감정,5번 감정,emotion,label
1973,5fb493fd4c55eb78bd7cd999,고마워. 너 너무 착하다.,disgust,neutral,neutral,neutral,neutral,sadness,neutral,0
1974,5f90cc46d338b948c4e6a722,헐! 나 이벤트에 당첨되었어! ,happiness,happiness,happiness,happiness,happiness,surprise,happy,1
1975,5f83c729111dfd48d40fdc58,함께 달리는 크루가 있어서 내가 지치고 힘들때 큰 힘이 되어줘.,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
1976,5f708fa29e04b149046cbeee,나 어제 자다가 깜짝 놀랬어! ,surprise,surprise,surprise,surprise,sadness,sadness,surprise,6
1977,5fb38c7a48cdda3a922e4fc7,불만이 쌓이기 전에 상사랑 한 번 대화를 해보는게 낫겠지?,angry,neutral,angry,neutral,angry,neutral,neutral,0
1978,5f8dacb6f8fac448cc0a79e9,나 요즘 주식 시작했는데 정말 힘들어.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
1979,5f88659bd338b948c4e69ac9,내가 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨되었어!,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
1980,5f620c7f2e23c7161accd41d,우리 동네가 다 물바다가 되었어!,fear,fear,fear,sadness,fear,fear,fear,5
1981,5fbc9bef576e9378b67acee4,고장난 거 같아. 반응이 없어.,fear,neutral,sadness,neutral,neutral,neutral,neutral,0
1982,5f8c23a19e04b149046cd373,주식 가격이 계속 떨어지고 있어서 너무나 속상해.,sadness,fear,sadness,sadness,sadness,sadness,sad,2
1983,5fbcc7144c55eb78bd7cea42,어! 완전 미친놈이야!,angry,angry,sadness,disgust,happiness,disgust,disgust,4
1984,5fbdcee144697678c497bde5,나 드디어 프로젝트 끝났어.,happiness,neutral,neutral,neutral,happiness,happiness,neutral,0
1985,5f6083e82e23c7161accd2e8,너가 날씨를 알려줬으니까 내일 집에서 나올 때 우산을 가지고 나올게. 건강은 괜찮아.,neutral,neutral,happiness,sadness,neutral,angry,neutral,0
1986,5fb8e0414c55eb78bd7cdebb,음악을 추천해줄래?,happiness,neutral,neutral,neutral,neutral,sadness,neutral,0
1987,5fbb1191cb503578af9ee23a,맞아. 미세먼지 때문에 환기도 어렵고 곰팡이 때문에 너무 더러워.,angry,sadness,sadness,sadness,happiness,sadness,sad,2
1988,5fbdd037cb503578af9eeb2a,학교 근처에 있는 건물인데 잘 모르겠어.,fear,sadness,sadness,neutral,sadness,sadness,sad,2
1989,5f79427bd338b948c4e68d3a,엄청 큰 천둥 소리 때문에 잠에서 깨서 너무 무서웠어!,surprise,fear,fear,fear,disgust,fear,fear,5
1990,5f714e97f8fac448cc0a626f,한동안 못 만났던 친구들을 만나는 것도 괜잖겠는데?,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
1991,5fbe0e2944697678c497bf3b,그치? 일단 쉬려고.,happiness,neutral,angry,sadness,neutral,neutral,neutral,0
1992,5f9a3452d338b948c4e6b0c9,음식물이 쓰레기통으로 흘려들어간 거 같아.,disgust,disgust,disgust,sadness,disgust,disgust,disgust,4
1993,5fb8b4dccb503578af9edc84,그러게 주말인데도 수십 명이 몰려 있으니까.	,neutral,neutral,neutral,sadness,neutral,neutral,neutral,0
1994,5fbc6c8244697678c497b949,아무도 안 듣는데 뭐 어때.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0
1995,5f68147f9e04b149046cb7cf,당첨자가 한 명이었는데 내가 당첨된 거야. 정말 운이 좋지?,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
1996,5f6b773d111dfd48d40fd01d,노트북을 오래 사용할 수 있도록 보험에 가입하는 거를 생각해 봐야겠어.,happiness,happiness,happiness,happiness,happiness,neutral,happy,1
1997,5f90cfd2111dfd48d40ff00e,나 요즘 주식하는데 힘들어.,sadness,fear,sadness,sadness,sadness,sadness,sad,2
1998,5f40a0299dd513131eacebae,벌써 친구들이랑 내일 만나기로 약속 잡았어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
1999,5f62e3ac2e23c7161accd534,나 갇힌 거 같아.,fear,fear,fear,fear,fear,fear,fear,5
2000,5f696cb79e04b149046cb93c,일이 바빠서 일년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어.,angry,sadness,angry,sadness,sadness,sadness,sad,2
2001,5f6a977ff8fac448cc0a5d37,짭새 구경 갔다가 우산도 잃어버리고 그냥 왔잖아.,neutral,disgust,angry,angry,disgust,angry,angry,3
2002,5f92dce5111dfd48d40ff2d3,맞아. 선수들과 어깨를 나란히 했다니깐.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2003,5f97ee899e04b149046ce05c,지독한 냄새를 방향제로 처리하는 게 가장 좋을 것 같아.,disgust,disgust,angry,disgust,disgust,disgust,disgust,4
2004,5f6d87969e04b149046cbd0f,나 갇힌 것 같아.,fear,fear,fear,sadness,fear,fear,fear,5
2005,5fb9e78b44697678c497b1e8,그건 아니지. ,neutral,neutral,neutral,neutral,happiness,neutral,neutral,0
2006,5fb8c82d4c55eb78bd7cde1f,오. 그거 좀 괜찮은 거 같다.,angry,happiness,fear,neutral,neutral,sadness,neutral,0
2007,5f40b69f9dd513131eaced3a,유튜버들이 가짜가 많아. 허위 광고도 많고 짜증이 나. 도대체 뭘 믿으라는 건지.,angry,disgust,angry,angry,angry,angry,angry,3
2008,5f65e6f3d338b948c4e680f3,나 혼자 집 안에 갇히게 됐어. 어떡하지?,fear,fear,fear,sadness,fear,fear,fear,5
2009,5fbb5348576e9378b67acab6,짭새들이 어떤 사람을 조사하고 있었어.,neutral,neutral,neutral,neutral,happiness,neutral,neutral,0
2010,5f77caaed338b948c4e68be7,비싼 건 못샀어. 알바비를 모아서 산 거거든.,happiness,sadness,happiness,sadness,happiness,sadness,sad,2
2011,5f9a301bd338b948c4e6b0af,오랜만에 가족들이랑 여행을 다녀오는 것도 의미가 있을 거 같아 생각 한번 해 볼게.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2012,5f60327d2e23c7161accd2a7,천둥 번개가 엄청났어!,surprise,surprise,surprise,fear,fear,fear,fear,5
2013,5f669fc2d338b948c4e681a5,갑자기 해피의 목줄이 끊어져서 해피가 막 달려나갔어.,surprise,surprise,surprise,surprise,fear,sadness,surprise,6
2014,5f5cd1623bd6941613f6d1a2,어. 그거 좋은 생각인데?,happiness,neutral,happiness,happiness,neutral,happiness,happy,1
2015,5fbdb2a34c55eb78bd7ceb29,나 오늘 중국집에서 짜장면 먹는데 벌레가 나왔어.,disgust,disgust,surprise,disgust,disgust,angry,disgust,4
2016,5f8c4db89e04b149046cd45b,처음 샀을 때보다 많이 떨어졌어!,sadness,fear,sadness,sadness,sadness,sadness,sad,2
2017,5f98a4d1f8fac448cc0a84b4,무서워. 왜 안 무섭겠어.,fear,fear,fear,fear,fear,fear,fear,5
2018,5f992fa19e04b149046ce2a7,어쩔 수 없지 뭐. 다음부턴 조심해야겠어.,disgust,disgust,angry,sadness,disgust,neutral,disgust,4
2019,5f9a22dc9e04b149046ce437,헐 나 이벤트 당첨됐어!,happiness,surprise,happiness,surprise,surprise,happiness,surprise,6
2020,5f82592c111dfd48d40fdaf2,물은 너무 마음에 들어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2021,5f62098c3bd6941613f6d58a,음식점 많기로 소문난 강남역이야.,neutral,neutral,happiness,sadness,disgust,sadness,sad,2
2022,5fb9c24b4c55eb78bd7cdf87,어떤 노래 추천해 줄 수 있니?,happiness,sadness,neutral,neutral,neutral,neutral,neutral,0
2023,5f922b68d338b948c4e6a875,딱 한 명 뽑는데 그게 내가 된 거야.,happiness,surprise,happiness,happiness,happiness,surprise,happy,1
2024,5f5e1cd554b236162128490d,방향제 냄새랑 쓰레기통 냄새랑 섞이면 어떡하려고!,disgust,disgust,disgust,disgust,disgust,disgust,disgust,4
2025,5f811eefd338b948c4e68fa3,내가 너무나 좋아하는 인플루언서가 진행하는 이벤트에 당첨됐어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2026,5f88eaaad338b948c4e69b47,자고 일어났더니 우리 집빼고 다 주변이 물바다가 되어있어.,fear,fear,fear,sadness,fear,fear,fear,5
2027,5fbb53e644697678c497b684,강아지 목줄이 끊어졌어.,surprise,surprise,neutral,sadness,neutral,neutral,neutral,0
2028,5f6a83def8fac448cc0a5d13,알았어 다음부터 조심할께. 구경은 얼마 안했어. 한 1분 2분?,neutral,neutral,fear,angry,neutral,neutral,neutral,0
2029,5f68646df8fac448cc0a5b1f,내 휴가가 엉망이야!,angry,sadness,angry,sadness,sadness,sadness,sad,2
2030,5f90cfe6f8fac448cc0a7dec,친구가 전화 와서 같이 하자고 하더라고.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
2031,5fba148e576e9378b67ac73d,너무 배가 고파서 시켰는데 벌레가 나와서 진짜 기분 혐오스럽다.,disgust,sadness,sadness,sadness,neutral,disgust,sad,2
2032,5fb9fe8644697678c497b26c,요새 사람들이 많이 하니까 나도 한 거지 뭐.,sadness,surprise,angry,neutral,neutral,neutral,neutral,0
2033,5fbb555f4c55eb78bd7ce534,어. 지금 나 혼자 있어.,fear,surprise,disgust,neutral,neutral,fear,neutral,0
2034,5f8b0005f8fac448cc0a7562,많이 좋아졌고 이제 괜찮아.,neutral,neutral,happiness,sadness,neutral,neutral,neutral,0
2035,5fbca04044697678c497bacb,알겠어. 오늘 집에서 스트레칭이라도 해야겠다.,sadness,happiness,neutral,neutral,neutral,happiness,neutral,0
2036,5fb9c21744697678c497b0bf,맛있는거 먹고싶다니까?,happiness,sadness,sadness,sadness,happiness,sadness,sad,2
2037,5f62b400b878131628349ddf,코로나 때문에 회사가 재택근무로 바뀌었어.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2038,5f5f85f92e23c7161accd237,톡방에 지인이 권유하더라구.,sadness,neutral,neutral,sadness,neutral,neutral,neutral,0
2039,5fb3892975b0a9389bf39794,주위에 홍수가 나서 집들이 모두 물에 잠겼어. 그래서 밖으로 나가지를 못할 것 같애.,fear,neutral,disgust,neutral,happiness,fear,neutral,0
2040,5f637dabb878131628349ef6,음 단톡방에 지인이 권유하더라구.,sadness,neutral,neutral,sadness,neutral,neutral,neutral,0
2041,5f5e0edf2e23c7161accd100,노트북을 가지고 원고를 써서 그림책을 완성할 거야.,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
2042,5f607b4a2e23c7161accd2db,음악을 들으면 우울한 마음이 좀 나아지려나?,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
2043,5f82577f9e04b149046cc5c9,나 너무 우울해.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2044,5fbdec82cb503578af9eebc3,그래야겠다. 아이고 고마워.,happiness,neutral,neutral,happiness,neutral,happiness,neutral,0
2045,5fb38c2c48cdda3a922e4fc6,아 짜증나! 그 새끼는 왜 나한테만 그러는 거야? 할 일 없으면 집에나 갈 것이지. 결혼 못해서 히스테리 부리는 건가?,angry,angry,angry,angry,happiness,angry,angry,3
2046,5f414a679dd513131eacee87,아니 요즘은 왜들 다 이러는 건지 이해할 수가 없어.,angry,disgust,angry,angry,disgust,angry,angry,3
2047,5f644cc824c86141a01b11d9,다들 놀라서 도망가고 소리치고 난리도 아녔어.,surprise,neutral,surprise,sadness,neutral,fear,neutral,0
2048,5fb4bb974c55eb78bd7cda62,나 짭새가 몰려 있길래 구경 갔다 왔어.,neutral,neutral,angry,neutral,neutral,neutral,neutral,0
2049,5f992961d338b948c4e6aeac,나 혼자 집 안에 갇히게 됐어 어떻게 해?,fear,fear,fear,fear,fear,fear,fear,5
2050,5f8af47df8fac448cc0a7529,이번에 상장한 빅힌트 엔터테이먼트 주식이야.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
2051,5f8844bff8fac448cc0a7174,지금 팔지도 못해.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
2052,5f9006d8d338b948c4e6a64c,어 그러니까 새로 오픈한 집이어서 시켜본 건데.,disgust,disgust,angry,angry,angry,angry,angry,3
2053,5f6167da54b2361621284b69,처음 구매할 때보다 많이 빠져있어.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
2054,5fbb48174c55eb78bd7ce484,큰일났어. 나 어떻게 해?,surprise,fear,fear,neutral,happiness,fear,fear,5
2055,5fb9e378cb503578af9edf35,요즘 계속 떨어지고 있어.,sadness,sadness,neutral,neutral,neutral,neutral,neutral,0
2056,5f62da9854b2361621284cdd,보려고 해.,happiness,neutral,happiness,sadness,neutral,neutral,neutral,0
2057,5f6eab299e04b149046cbdb8,신나는 음악을 듣는 게 좋을 거 같아.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2058,5f894ee4111dfd48d40fe569,말해 뭐해! 완전 좋지!,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2059,5f6c3d509e04b149046cbc02,화장실은 청소를 해도 곰팡이가 없어지지 않아! ,angry,fear,angry,sadness,disgust,angry,angry,3
2060,5fbcc473576e9378b67ad05b,개같은 상사때문에 일이 좀 별로야.,neutral,neutral,angry,neutral,neutral,angry,neutral,0
2061,5fbcb75244697678c497bb56,어. 고마워.,disgust,neutral,neutral,neutral,surprise,neutral,neutral,0
2062,5f673da0d338b948c4e68272,내 휴가가 엉망이야 진짜!,angry,angry,angry,sadness,sadness,angry,angry,3
2063,5fbd09db44697678c497bc9d,꼭 사야되는거야?,angry,surprise,angry,surprise,happiness,neutral,surprise,6
2064,5fb8748dcb503578af9edac1,나 축하해줘. 기분 좋은 일이 있어.,happiness,sadness,sadness,happiness,happiness,sadness,sad,2
2065,5fba3e914c55eb78bd7ce2e1,증거로 남겨야되니까 일단 찍었지.,disgust,surprise,neutral,neutral,neutral,neutral,neutral,0
2066,5f786f149e04b149046cc0f3,유명한 인플루언서가 이번에 이벤트를 열었더라고.,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
2067,5f64587a3d151f41883fa0e3,아니 아까 산책하다가 깜짝 놀랬어.,surprise,surprise,surprise,surprise,fear,surprise,surprise,6
2068,5f61836f3bd6941613f6d53d,너무 폭락했어.,sadness,disgust,sadness,sadness,sadness,sadness,sad,2
2069,5f99241bd338b948c4e6ae8e,프로젝트를 진행하느라고 한동안 친구들을 못 만났는데 이번 기회에 만나봐야겠어.,happiness,neutral,happiness,happiness,happiness,neutral,happy,1
2070,5fb37e7548cdda3a922e4f15,너무 무서워. 어떡하지?,fear,fear,sadness,fear,surprise,fear,fear,5
2071,5fbdd4684c55eb78bd7cec4c,완전 끝났어!,happiness,happiness,neutral,happiness,happiness,happiness,happy,1
2072,5fbc9ea94c55eb78bd7ce919,나는 보통 친한 친구랑 해.,happiness,neutral,sadness,neutral,neutral,sadness,neutral,0
2073,5f70b0ec9e04b149046cbf23,아! 짜증나! 그 새끼 일 끝났으면 빨리 집에나 갈 것이지 남아가지고 자꾸 나한테 뭐라고 해!,angry,angry,angry,angry,angry,angry,angry,3
2074,5fba15c3cb503578af9ee034,어떤 음악 틀어줄건데?,happiness,neutral,neutral,sadness,neutral,neutral,neutral,0
2075,5fb9c5be576e9378b67ac578,어우. 쓰레기통에서 무슨 역겨운 냄새가 나.,disgust,disgust,disgust,neutral,sadness,disgust,disgust,4
2076,5f893ea8d338b948c4e69bdf,오랜만에 여행을 다녀오는 것도 좋을 것 같아. 여행계획 생각해볼게.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2077,5f8ea57fd338b948c4e6a412,"거진 바닥이야. 이거는 살릴 수도 없고, 죽일 수도 없고.",sadness,fear,sadness,sadness,sadness,sadness,sad,2
2078,5f6b3f579e04b149046cbaeb,나 해피랑 산책하다가 정말 깜짝 놀랐어.,surprise,surprise,surprise,surprise,neutral,surprise,surprise,6
2079,5f616a3a2e23c7161accd380,쓰레기통이 썩는지도 모르고 내가 비우지를 않았어.,disgust,disgust,disgust,disgust,disgust,angry,disgust,4
2080,5fbc74034c55eb78bd7ce813,갖고 싶었던 향수를 받았어.,happiness,happiness,neutral,neutral,neutral,neutral,neutral,0
2081,5f4145f69dd513131eacee52,다행히 그냥 천둥만 치고 뭐 비나 이런 건 오지 않더라고. 그러니 다행이지.,surprise,neutral,surprise,sadness,neutral,neutral,neutral,0
2082,5f886e03d338b948c4e69afb,코로나 때문에 재택 근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2083,5f8840c1111dfd48d40fe3c0,잘 때 그렇게 많은 비가 내릴지 몰랐지. 난 대피도 못 했어.,fear,fear,fear,sadness,sadness,fear,fear,5
2084,5fb8c264576e9378b67ac3c0,원래 돌아다니는 것도 좋아하는데 코로나 때문에 돌아다니지도 못 하니까 삶의 의지가 없다.	,sadness,sadness,sadness,neutral,sadness,sadness,sad,2
2085,5fbc9d1744697678c497ba94,맞아. 미세먼지 때문에 실내에서도 마스크를 써야 될 지경이야.,angry,neutral,angry,neutral,neutral,neutral,neutral,0
2086,5f793912111dfd48d40fd68b,내 기분을 나아지게 할 영상이 있어?,angry,happiness,happiness,sadness,angry,neutral,happy,1
2087,5fb88f92cb503578af9edba8,맞아. 뛸 때는 진짜 힘들었는데 그래도 딱 도착하니까 너무 좋더라고.,happiness,neutral,neutral,neutral,happiness,neutral,neutral,0
2088,5f5f582e2e23c7161accd1ec,들으면 좀 나아질까? 신나는 음악 들으면 될까?,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2089,5f8ea02c111dfd48d40fed14,나 너무 우울해.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2090,5f5c40002e23c7161acccff3,아는 사람이 추천해줘 가지고.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2091,5f3df9ec8a3c1005aa97cc69,나 혼자 고립된 것 같애.,fear,sadness,fear,sadness,fear,fear,fear,5
2092,5f6883e8111dfd48d40fcced,해피 목줄이 갑자기 끊어져버린 거야!,surprise,surprise,surprise,sadness,disgust,surprise,surprise,6
2093,5f6d5e449e04b149046cbcf4,노트북을 200만 원 짜리 구입했는데 도착하니까 기분이 너무 좋아.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2094,5f3cd3158a3c1005aa97c772,강남역에서 친구를 만나기로 했어.,neutral,neutral,neutral,sadness,neutral,neutral,neutral,0
2095,5f5ec5b92e23c7161accd182,다 내가 저지른 일이잖아.,disgust,sadness,angry,sadness,disgust,sadness,sad,2
2096,5fbdefea576e9378b67ad2f9,아니. 그건 오바고. 그냥 건강 목적인데. 그래도.,happiness,angry,angry,neutral,angry,sadness,angry,3
2097,5f928a07f8fac448cc0a7f8c,하. 뭐 신나는 음악 있으면 하나 추천해줘봐.,angry,neutral,happiness,sadness,angry,angry,angry,3
2098,5fb86c4c44697678c497acff,백화점에서 향수 행사하는데 거기에 당첨됐어.,happiness,neutral,neutral,neutral,neutral,angry,neutral,0
2099,5f6160b53bd6941613f6d4ef,난 양식이 좋은데 내 친구는 뭔지 잘 모르겠어.,neutral,neutral,happiness,sadness,neutral,neutral,neutral,0
2100,5fbb52744c55eb78bd7ce500,화장실은 청소를 해도 곰팡이가 없어지지를 않아.,angry,disgust,neutral,neutral,neutral,disgust,neutral,0
2101,5f894650d338b948c4e69be9,"뛰는 동안에는 엄청 힘들고 지쳤는데, 결승선을 통과하는 순간 엄청 기분이 좋았어.",happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2102,5fbdd2984c55eb78bd7cec37,화장실은 청소를 해도 곰팡이가 없어지지를 않아.,angry,disgust,disgust,disgust,angry,angry,disgust,4
2103,5fb88c15576e9378b67ac29f,응. 다행히 다친 곳은 없어. 무서울 뿐이야.,fear,neutral,angry,neutral,neutral,sadness,neutral,0
2104,5f87b9d8111dfd48d40fe2ca,짜장면을 먹으려다 벌레가 나와서 너무 지저분하고 역겨워서 못먹겠더라구.,disgust,disgust,angry,disgust,disgust,disgust,disgust,4
2105,5fb9c0764c55eb78bd7cdf70,뭘 해야 기분이 풀릴까.,sadness,sadness,neutral,neutral,neutral,sadness,neutral,0
2106,5fb9bf8acb503578af9ede35,사진은 찍어 놨고 지금 신고하려고 하는데 어떻게 할까?,disgust,neutral,neutral,neutral,neutral,neutral,neutral,0
2107,5f7891f6f8fac448cc0a6421,집 주변까지 물이 차올라서 밖으로 나갈 수가 없어! ,fear,fear,fear,sadness,fear,fear,fear,5
2108,5fbb938dcb503578af9ee5a6,냄새가 지독한 쓰레기통이 내 옆에 있어.,disgust,disgust,angry,neutral,surprise,disgust,disgust,4
2109,5f808765111dfd48d40fd8a4,그래야겠지? 꼭 해야겠어!,disgust,neutral,angry,angry,angry,angry,angry,3
2110,5f8d77ecf8fac448cc0a7933,그런데 신경 쓰고 청소를 하는데도 곰팡이가 안 없어져!,angry,sadness,angry,sadness,disgust,sadness,sad,2
2111,5fb383600fb0f33aa31ca279,버렸던 음식물 때문인가봐.,disgust,neutral,neutral,sadness,neutral,sadness,neutral,0
2112,5f62ba9254b2361621284c8a,지금은 팔지도 못해.,sadness,disgust,sadness,sadness,sadness,sadness,sad,2
2113,5f681b76111dfd48d40fcc91,달리는 동안에는 엄청 힘들었는데 결승선을 통과하는 순간 기분이 날아갈 것 같았어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2114,5fb4928a4c55eb78bd7cd992,환기시켰는데 곰팡이가 안없어진다니까?,angry,neutral,sadness,neutral,neutral,disgust,neutral,0
2115,5f6369c73bd6941613f6d71c,오늘 짭새가 몰려있길래 구경갔다왔어.,neutral,neutral,fear,angry,neutral,surprise,neutral,0
2116,5f808427d338b948c4e68efc,좋아! 나 여행  다니는 거 좋아하거든!,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2117,5fb4ccc444697678c497abb9,어. 그동안 너무 힘들었어.,happiness,neutral,neutral,neutral,neutral,neutral,neutral,0
2118,5fb9e790cb503578af9edf64,나 너무 힘들어서 머리가 너무 아파.,disgust,neutral,neutral,neutral,neutral,sadness,neutral,0
2119,5fb9c9f94c55eb78bd7cdff2,혹시 로또 알아? 1등한다면 10억준다는 그 이벤트야!,happiness,happiness,neutral,neutral,neutral,happiness,neutral,0
2120,5fbb4be844697678c497b61f,나한테 권유를 했는데 그래서 시작하게 됐어.,sadness,disgust,angry,neutral,neutral,neutral,neutral,0
2121,5fb88aaccb503578af9edb73,너무 무서워 나 어떡해. 살려줘.,fear,fear,disgust,sadness,fear,fear,fear,5
2122,5f62cb4b3bd6941613f6d65a,네. 추천 부탁드려요.,sadness,sadness,happiness,sadness,sadness,sadness,sad,2
2123,5f8b70ab9e04b149046cd2cb,짜장면에서 벌레가 나오니까 너무 지저분하고 더러워서 버려야겠어!,disgust,disgust,angry,sadness,disgust,disgust,disgust,4
2124,5fb9e1aecb503578af9edf29,너무 집에만 있었더니 해피가 신났나봐.,surprise,sadness,neutral,neutral,neutral,sadness,neutral,0
2125,5fba1976cb503578af9ee06c,락스 같은 거 사서 청소할까?,angry,sadness,neutral,neutral,sadness,neutral,neutral,0
2126,5fb388030fb0f33aa31ca2b6,뭐 거의 선수라고 할 수 있지.,happiness,neutral,angry,surprise,neutral,happiness,neutral,0
2127,5f827499111dfd48d40fdb05,곰팡이 제거제가 효과가 있다고 하니까 나 구매 한 번 해볼래.,angry,neutral,angry,sadness,disgust,sadness,sad,2
2128,5fb8b246cb503578af9edc7c,나 헤어졌어.,disgust,neutral,sadness,sadness,sadness,neutral,sad,2
2129,5f79429d9e04b149046cc1a5,지금은 놀란 마음이 진정되었어.,surprise,neutral,fear,sadness,neutral,neutral,neutral,0
2130,5f4277e29dd513131eacf13d,평점과 리뷰가 좋은 것을 추천해줘서 너무 고마워. 친구랑 가서 맛있게 먹고 올게.,neutral,happiness,happiness,happiness,happiness,happiness,happy,1
2131,5fbc6606576e9378b67acd4d,백화점에서 향수 이벤트를 하더라고. 그게 당첨됐어.,happiness,angry,neutral,surprise,neutral,neutral,neutral,0
2132,5f5f574a3bd6941613f6d356,그럼 되게 신나겠다.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2133,5f8c4c579e04b149046cd445,간식 주니까 금방 진정되더라.,surprise,neutral,surprise,sadness,neutral,neutral,neutral,0
2134,5fb9e1cb576e9378b67ac62f,다른 별 일은 없었어.,surprise,sadness,angry,neutral,happiness,neutral,neutral,0
2135,5f98a9189e04b149046ce1a5,축하해 줘 나 기분 좋은 일 있었어.,happiness,happiness,happiness,happiness,happiness,neutral,happy,1
2136,5f92a6cf9e04b149046cdccf,그래야겠다! 더 신나겠는데?,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
2137,5fba3979576e9378b67ac857,아. 그거 진짜 좋은 생각이다.,disgust,neutral,neutral,neutral,neutral,disgust,neutral,0
2138,5f878ba19e04b149046ccd61,"그래, 알았어. 어짜피 지금 팔지도 못해.",sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2139,5f81dc05f8fac448cc0a68f7,곰팡이 제거제가 과연 효과가 있어?,angry,surprise,angry,sadness,disgust,surprise,surprise,6
2140,5f697fffd338b948c4e6845b,고마워. 내가 가보고 알려줄게.,neutral,neutral,happiness,happiness,happiness,happiness,happy,1
2141,5f67f5d4d338b948c4e682e0,너무 좋은데? 고마워.,angry,happiness,happiness,sadness,happiness,neutral,happy,1
2142,5f6ddcb39e04b149046cbd2b,활동을 못 하니 몸이 쳐지고 힘들고 우울증 오게 생겼어!,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
2143,5fb4d351cb503578af9ed9c3,진짜 언젠가는 한 번 대놓고 말할 거야.,angry,surprise,disgust,neutral,neutral,angry,neutral,0
2144,5f8bc5f5111dfd48d40fe847,그래야겠지? 냄새가 너무 심해서 빨리 없애야 해.,disgust,disgust,disgust,disgust,disgust,sadness,disgust,4
2145,5f90be349e04b149046cdae2,먹다가 토하는 줄 알았어.,disgust,disgust,angry,disgust,angry,disgust,disgust,4
2146,5fbde7d3576e9378b67ad2dc,"무기력하죠. 밥도 입맛이 없어서 잘 안 먹고. 하, 뭐해야 될지 잘 모르겠네요.",sadness,fear,sadness,sadness,neutral,sadness,sad,2
2147,5fb3873748cdda3a922e4fa0,목줄이 끊어졌지 뭐야?,surprise,neutral,neutral,neutral,neutral,sadness,neutral,0
2148,5fbcc79244697678c497bbff,오늘 짭새들이 몰려있길래 한번 쳐다봤어.,neutral,sadness,sadness,neutral,neutral,neutral,neutral,0
2149,5fba3b2444697678c497b415,향수를 공짜로 받을 수 있는 이벤트인데 내가 거기 당첨 됐어.,happiness,neutral,neutral,neutral,neutral,neutral,neutral,0
2150,5fbc6c564c55eb78bd7ce7cd,크루라기보다는 우리 팀원들이 있긴 하지.,happiness,surprise,neutral,neutral,happiness,neutral,neutral,0
2151,5f4f1c77c397791a43fde273,계속 내리고 있어서 손해를 보니까 그냥 팔아버릴라고 했는데 너의 말을 들어보니까 조금 더 가지고 있는게 나을 거 같아.,sadness,neutral,sadness,sadness,neutral,neutral,neutral,0
2152,5fbb71ba576e9378b67acbec,넌 정말 아름다운 마음을 가졌구나? 나도 그렇게 생각해.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0
2153,5f984850f8fac448cc0a845e,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral,neutral,fear,happiness,neutral,neutral,neutral,0
2154,5f8c2aed111dfd48d40fe88a,"아, 짜증나! 그 새끼 일 끝났으면 빨리 집에나 가지, 남아가지고 자꾸 잔소리 해!",angry,angry,angry,angry,angry,sadness,angry,3
2155,5f5b69da3bd6941613f6d08a,쓰레기통에서 역겨운 냄새가 나!,disgust,angry,disgust,disgust,disgust,disgust,disgust,4
2156,5f8cd7fbf8fac448cc0a7841,너무 마음에 들지! 내가 비싸서 못 샀던 거야.,happiness,happiness,happiness,happiness,happiness,sadness,happy,1
