season_id,episode_id,scene_id,utterance_id,speaker,emotion,tokens,sentences
trn,e05,c13,u022,Joey Tribbiani,neutral,"[['Uh', ',', 'waiter', ',', 'one', 'more', 'plate', 'of', 'chicken', 'wings', 'over', 'here', '.']]","Uh, waiter, one more plate of chicken wings over here."
trn,e05,c14,u001,Chandler Bing,joy,"[['Here', ""'s"", 'the', 'thing', ',', 'Janice', '.'], ['You', 'know', ',', 'I', 'mean', ',', 'it', ""'s"", 'like', 'we', ""'re"", 'different', '.'], ['I', ""'m"", 'like', 'the', 'bing', ',', 'bing', ',', 'bing', '.'], ['You', ""'re"", 'like', 'the', 'boom', ',', 'boom', ',', '...'], ['boom', '.']]","Here's the thing, Janice. You know, I mean, it's like we're different. I'm like the bing, bing, bing. You're like the boom, boom, ... boom."
trn,e05,c14,u002,Janice Litman Goralnik,sad,"[['Ow', '!']]",Ow!
trn,e05,c14,u003,Chandler Bing,scared,"[['Oh', ',', 'my', 'god', ',', 'I', ""'m"", 'so', 'sorry', '.'], ['Are', 'you', 'ok', '?']]","Oh, my god, I'm so sorry. Are you ok?"
trn,e05,c14,u004,Janice Litman Goralnik,angry,"[['Ow', '.'], ['Um', ',', 'it', ""'s"", 'just', 'my', 'lens', '.'], ['It', ""'s"", 'just', 'my', 'lens', '.'], ['I', ""'ll"", 'be', 'right', 'back', '.']]","Ow. Um, it's just my lens. It's just my lens. I'll be right back."
trn,e05,c14,u006,Chandler Bing,joy,"[['I', 'hit', 'her', 'in', 'the', 'eye', '!'], ['I', 'hit', 'her', 'in', 'the', 'eye', '!'], ['This', 'is', 'the', 'worst', 'break', '-', 'up', 'in', 'the', 'history', 'of', 'the', 'world', '.']]",I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.
trn,e05,c14,u007,Phoebe Buffay,scared,"[['Oh', 'my', 'god', '.'], ['How', 'many', 'of', 'those', 'have', 'you', 'had', '?']]",Oh my god. How many of those have you had?
trn,e05,c14,u008,Chandler Bing,scared,"[['Oh', ',', 'I', 'do', ""n't"", 'know', ',', 'a', 'million', '?']]","Oh, I don't know, a million?"
trn,e05,c14,u009,Phoebe Buffay,joy,"[['Chandler', ',', 'easy', ',', 'easy', '.'], ['Go', 'to', 'your', 'happy', 'place', '.'], ['La', 'la', 'la', 'la', 'la', 'la', 'la', '.']]","Chandler, easy, easy. Go to your happy place. La la la la la la la."
trn,e05,c14,u010,Chandler Bing,neutral,"[['I', ""'m"", 'fine', '.']]",I'm fine.
trn,e05,c14,u011,Phoebe Buffay,neutral,"[['All', 'right', '.']]",All right.
trn,e05,c14,u013,Chandler Bing,scared,"[['I', ""'m"", 'not', 'fine', '.'], ['Here', 'she', 'comes', '.']]",I'm not fine. Here she comes.
trn,e05,c14,u014,Phoebe Buffay,neutral,"[['Wait', 'here', '.'], ['Breathe', '.']]",Wait here. Breathe.
trn,e05,c14,u016,Chandler Bing,scared,"[['How', 'do', 'you', 'do', 'that', '?']]",How do you do that?
trn,e05,c14,u017,Phoebe Buffay,joy,"[['It', ""'s"", 'like', 'a', 'gift', '.']]",It's like a gift.
trn,e05,c14,u018,Chandler Bing,joy,"[['We', 'should', 'always', 'always', 'break', 'up', 'together', '.']]",We should always always break up together.
trn,e05,c14,u019,Phoebe Buffay,joy,"[['Oh', ',', 'I', ""'d"", 'like', 'that', '.']]","Oh, I'd like that."
trn,e05,c15,u001,Ross Geller,neutral,"[['You', 'got', 'the', 'clothes', 'clean', '.'], ['Now', 'that', ""'s"", 'the', 'important', 'part', '.']]",You got the clothes clean. Now that's the important part.
trn,e05,c15,u002,Rachel Green,neutral,"[['Oh', ',', 'I', 'guess', '.'], ['Except', 'everything', 'looks', 'like', 'jammies', 'now', '.']]","Oh, I guess. Except everything looks like jammies now."
trn,e05,c15,u004,Rachel Green,angry,"[['Whoa', ',', 'I', ""'m"", 'sorry', '.'], ['Excuse', 'me', '.'], ['We', 'had', 'this', 'cart', '.']]","Whoa, I'm sorry. Excuse me. We had this cart."
trn,e05,c15,u005,Woman,angry,"[['Yeah', ',', 'well', ',', 'I', 'had', 'a', '24', '-', 'inch', 'waist', '.'], ['You', 'lose', 'things', '.'], ['Now', 'come', 'on', ',', 'get', 'outta', 'my', 'way', '.']]","Yeah, well, I had a 24-inch waist. You lose things. Now come on, get outta my way."
trn,e05,c15,u007,Rachel Green,angry,"[['I', ""'m"", 'sorry', ',', 'you', 'know', ',', 'maybe', 'I', 'was', ""n't"", 'being', 'clear', '.'], ['Uh', ',', 'this', 'is', 'our', 'cart', '.']]","I'm sorry, you know, maybe I wasn't being clear. Uh, this is our cart."
trn,e05,c15,u008,Woman,angry,"[['Hey', ',', 'hey', ',', 'hey', 'there', 'are', ""n't"", 'any', 'clothes', 'in', 'it', '.']]","Hey, hey, hey there aren't any clothes in it."
trn,e05,c15,u009,Rachel Green,angry,"[['Hey', ',', 'hey', ',', 'hey', ',', 'hey', ',', 'quit', 'making', 'up', 'rules', '!']]","Hey, hey, hey, hey, quit making up rules!"
trn,e05,c15,u010,Woman,angry,"[['Let', 'go', '!']]",Let go!
trn,e05,c15,u012,Rachel Green,angry,"[['All', 'right', ',', 'listen', ',', 'missy', '.'], ['If', 'you', 'want', 'this', 'cart', ',', 'you', ""'re"", 'gon', 'na', 'have', 'to', 'take', 'me', 'with', 'it', '!']]","All right, listen, missy. If you want this cart, you're gonna have to take me with it!"
trn,e05,c15,u014,Rachel Green,joy,"[['Yes', '!'], ['Did', 'you', 'see', 'that', '?']]",Yes! Did you see that?
trn,e05,c15,u015,Ross Geller,joy,"[['You', 'were', 'incredible', '!'], ['Brand', 'new', 'woman', ',', 'ladies', 'and', 'gentlemen', '.']]","You were incredible! Brand new woman, ladies and gentlemen."
trn,e05,c15,u016,Rachel Green,joy,"[['I', 'could', 'not', 'have', 'done', 'this', 'without', 'you', '.']]",I could not have done this without you.
trn,e05,c15,u018,Ross Geller,peaceful,"[['Ok', ',', 'um', ',', 'uh', ',', 'more', 'clothes', 'in', 'the', 'dryer', '?'], ['I', ""'m"", 'fine', ',', 'I', ""'m"", 'fine', '.']]","Ok, um, uh, more clothes in the dryer? I'm fine, I'm fine."
trn,e05,c15,u019,Rachel Green,neutral,"[['Are', 'you', 'sure', '?']]",Are you sure?
trn,e05,c15,u020,Ross Geller,angry,"[['No', '.']]",No.
trn,e05,c16,u001,Rachel Green,neutral,"[['Oh', ',', 'are', 'you', 'sure', 'you', ""'re"", 'ok', '?']]","Oh, are you sure you're ok?"
trn,e05,c16,u002,Ross Geller,neutral,"[['Yeah', '.']]",Yeah.
trn,e05,c16,u003,Rachel Green,scared,"[['Does', 'it', 'still', 'hurt', '?']]",Does it still hurt?
trn,e05,c16,u004,Ross Geller,joy,"[['Yeah', '.']]",Yeah.
trn,e05,c16,u005,Phoebe Buffay,joy,"[['What', 'a', 'neat', 'idea', '.'], ['All', 'your', 'clothes', 'match', '.'], ['I', ""'m"", 'gon', 'na', 'do', 'this', '.']]",What a neat idea. All your clothes match. I'm gonna do this.
trn,e05,c16,u007,Monica Geller,neutral,"[['Hi', '.']]",Hi.
trn,e05,c16,u008,Phoebe Buffay,neutral,"[['Hey', ',', 'how', ""'d"", 'it', 'go', '?']]","Hey, how'd it go?"
trn,e05,c16,u009,Joey Tribbiani,joy,"[['Excellent', '.']]",Excellent.
trn,e05,c16,u010,Monica Geller,neutral,"[['We', 'ripped', 'that', 'couple', 'apart', ',', 'and', 'kept', 'the', 'pieces', 'for', 'ourselves', '.']]","We ripped that couple apart, and kept the pieces for ourselves."
trn,e05,c16,u011,Ross Geller,angry,"[['What', 'a', 'beautiful', 'story', '.'], ['Hey', ',', 'I', ""'m"", 'fine', 'by', 'the', 'way', '.']]","What a beautiful story. Hey, I'm fine by the way."
trn,e05,c16,u012,Monica Geller,sad,"[['Oh', ',', 'I', ""'m"", 'sorry', '.']]","Oh, I'm sorry."
trn,e05,c16,u013,Rachel Green,neutral,"[['Where', ""'s"", 'Chandler', '?']]",Where's Chandler?
trn,e05,c16,u014,Phoebe Buffay,neutral,"[['Oh', ',', 'he', 'needed', 'some', 'time', 'to', 'grieve', '.']]","Oh, he needed some time to grieve."
trn,e05,c16,u016,Chandler Bing,joy,"[['I', ""'m"", 'free', '!'], ['I', ""'m"", 'free', '!']]",I'm free! I'm free!
trn,e05,c16,u017,Phoebe Buffay,neutral,"[['That', 'oughta', 'do', 'it', '.']]",That oughta do it.
trn,e06,c01,u001,Rachel Green,joy,"[['Ooh', '!'], ['Look', '!'], ['Look', '!'], ['Look', '!'], ['Look', ',', 'there', ""'s"", 'Joey', ""'s"", 'picture', '!'], ['This', 'is', 'so', 'exciting', '!']]","Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!"
trn,e06,c01,u002,Chandler Bing,neutral,"[['You', 'can', 'always', 'spot', 'someone', 'who', ""'s"", 'never', 'seen', 'one', 'of', 'his', 'plays', 'before', '.'], ['Notice', ',', 'no', 'fear', ',', 'no', 'sense', 'of', 'impending', 'doom', '...']]","You can always spot someone who's never seen one of his plays before. Notice, no fear, no sense of impending doom..."
trn,e06,c01,u003,Phoebe Buffay,joy,"[['The', 'exclamation', 'point', 'in', 'the', 'title', 'scares', 'me', '.'], [""Y'know"", ',', 'it', ""'s"", 'not', 'just', 'Freud', ',', 'it', ""'s"", 'Freud', '!']]","The exclamation point in the title scares me. Y'know, it's not just Freud, it's Freud!"
trn,e06,c01,u005,Ross Geller,peaceful,"[['Oh', ',', 'shhh', ',', 'shh.', 'Magic', 'is', 'about', 'to', 'happen', '.']]","Oh, shhh, shh. Magic is about to happen."
trn,e06,c01,u007,Joey Tribbiani,neutral,"[['Vell', ',', 'Eva', ',', 've', ""'ve"", 'done', 'some', 'excellent', 'vork', 'here', ',', 'and', 'I', 'vould', 'have', 'to', 'say', ',', 'your', 'pwoblem', 'is', 'qviiite', 'clear', '.']]","Vell, Eva, ve've done some excellent vork here, and I vould have to say, your pwoblem is qviiite clear."
trn,e06,c01,u008,Joey Tribbiani,joy,"[['All', 'you', 'want', 'is', 'a', 'dingle', ',', 'What', 'you', 'envy', ""'s"", 'a', 'schwang', ',', 'A', 'thing', 'through', 'which', 'you', 'can', 'tinkle', ',', 'Or', 'play', 'with', ',', 'or', 'simply', 'let', 'hang', '...']]","All you want is a dingle, What you envy's a schwang, A thing through which you can tinkle, Or play with, or simply let hang..."
trn,e06,c05,u001,Monica Geller,neutral,"[['Alright', ',', 'alright', ',', 'alright', '...']]","Alright, alright, alright..."
trn,e06,c05,u003,Joey Tribbiani,neutral,"[['Here', '.'], ['I', 'need', 'to', 'borrow', 'some', 'moisturizer', '.']]",Here. I need to borrow some moisturizer.
trn,e06,c05,u004,Monica Geller,neutral,"[['For', 'what', '?']]",For what?
trn,e06,c05,u005,Joey Tribbiani,joy,"[['Whaddya', 'think', '?'], ['Today', ""'s"", 'the', 'big', 'day', '!']]",Whaddya think? Today's the big day!
trn,e06,c05,u006,Monica Geller,scared,"[['Oh', 'my', 'God', '.'], ['Okay', ',', 'go', 'into', 'the', 'bathroom', ',', 'use', 'whatever', 'you', 'want', ',', 'just', 'do', ""n't"", 'ever', 'tell', 'me', 'what', 'you', 'did', 'in', 'there', '.']]","Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there."
trn,e06,c05,u007,Joey Tribbiani,joy,"[['Thank', 'you', '!']]",Thank you!
trn,e06,c05,u009,Chandler Bing,neutral,"[['Where', ""'s"", 'Joey', '?'], ['His', 'mom', ""'s"", 'on', 'the', 'phone', '.']]",Where's Joey? His mom's on the phone.
trn,e06,c05,u010,Monica Geller,joy,"[['He', ""'s"", 'in', 'the', 'bathroom', '.'], ['I', 'do', ""n't"", 'think', 'you', 'wan', 'na', 'go', 'in', 'there', '!']]",He's in the bathroom. I don't think you wanna go in there!
trn,e06,c05,u011,Chandler Bing,scared,"[[""C'mon"", ',', 'we', ""'re"", 'roommates', '!'], ['My', 'eyes', '!!'], ['My', 'eyes', '!!']]","C'mon, we're roommates! My eyes!! My eyes!!"
trn,e06,c05,u012,Monica Geller,neutral,"[['I', 'warned', 'you', '...']]",I warned you...
trn,e06,c05,u014,Rachel Green,angry,"[['Who', 'is', 'being', 'loud', '?']]",Who is being loud?
trn,e06,c05,u015,Chandler Bing,neutral,"[['Oh', ',', 'that', 'would', 'be', 'Monica', '.'], ['Hey', ',', 'listen', ',', 'I', 'wan', 'na', 'borrow', 'a', 'coupla', 'things', ',', 'Aurora', 'spent', 'the', 'night', ',', 'I', 'really', 'wan', 'na', 'make', 'her', 'breakfast', '.']]","Oh, that would be Monica. Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast."
trn,e06,c05,u016,Monica Geller,neutral,"[['Oh', ',', 'you', 'got', 'the', 'whole', 'night', ',', 'huh', '?']]","Oh, you got the whole night, huh?"
trn,e06,c05,u017,Chandler Bing,neutral,"[['Yeah', ',', 'well', ',', 'I', 'only', 'have', 'twenty', 'minutes', 'until', 'Ethan', ',', 'so', ',', ""y'know"", '..']]","Yeah, well, I only have twenty minutes until Ethan, so, y'know.."
trn,e06,c05,u018,Rachel Green,neutral,"[['Ooh', ',', 'do', 'I', 'sense', 'a', 'little', 'bit', 'of', 'resentment', '?']]","Ooh, do I sense a little bit of resentment?"
trn,e06,c05,u019,Chandler Bing,neutral,"[['No', ',', 'no', 'resentment', ',', 'believe', 'me', ',', 'it', ""'s"", 'worth', 'it', '.'], [""'"", 'Kay', '?'], [""Y'know"", 'in', 'a', 'relationship', 'you', 'have', 'these', 'key', 'moments', 'that', 'you', 'know', 'you', ""'ll"", 'remember', 'for', 'the', 'rest', 'of', 'your', 'life', '?'], ['Well', ',', 'every', '-', 'single', '-', 'second', 'is', 'like', 'that', 'with', 'Aurora', '..'], ['and', 'I', ""'ve"", 'just', 'wasted', 'about', 'thirty', '-', 'five', 'of', 'them', 'talking', 'to', 'you', 'people', ',', 'so', ',', 'uh', '..'], ['Monica', ',', 'can', 'you', 'help', 'me', 'with', 'the', 'door', '?']]","No, no resentment, believe me, it's worth it. 'Kay? Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life? Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?"
trn,e06,c05,u020,Monica Geller,neutral,"[['Sure', '.'], ['Oh', ',', 'um', ',', 'Chandler', '?'], [""Y'know"", ',', 'the', '-', 'the', 'old', 'Monica', 'would', '-', 'would', 'remind', 'you', 'to', 'scrub', 'that', 'Teflon', 'pan', 'with', 'a', 'plastic', 'brush', '...'], ['But', 'I', ""'m"", 'not', 'gon', 'na', 'do', 'that', '.']]","Sure. Oh, um, Chandler? Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that."
trn,e06,c06,u001,Director,powerful,"[['...'], ['Dammit', ',', 'hire', 'the', 'girl', '!'], ['Okay', ',', 'everybody', 'ready', '?']]","...Dammit, hire the girl! Okay, everybody ready?"
trn,e06,c06,u002,Joey Tribbiani,scared,"[['Uh', ',', 'listen', ',', 'I', 'just', 'wan', 'na', 'thank', 'you', 'for', 'this', 'great', 'opportunity', '.']]","Uh, listen, I just wanna thank you for this great opportunity."
trn,e06,c06,u003,Director,powerful,"[['Lose', 'the', 'robe', '.']]",Lose the robe.
trn,e06,c06,u004,Joey Tribbiani,scared,"[['Me', '?']]",Me?
trn,e06,c06,u005,Director,powerful,"[['That', 'would', 'work', '.']]",That would work.
trn,e06,c06,u006,Joey Tribbiani,scared,"[['Right', '.'], ['Okay', '.'], ['Losing', 'the', 'robe', '.'], ['And', 'the', 'robe', 'is', 'lost', '.']]",Right. Okay. Losing the robe. And the robe is lost.
trn,e06,c06,u007,Director,powerful,"[['Okay', ',', 'everybody', ',', 'we', ""'d"", 'like', 'to', 'get', 'this', 'in', 'one', 'take', ',', 'please', '.'], ['Let', ""'s"", 'roll', 'it', '..'], ['water', ""'s"", 'working', '..'], ['and', '...'], ['action', '.']]","Okay, everybody, we'd like to get this in one take, please. Let's roll it.. water's working .. and... action."
trn,e06,c06,u009,Director,angry,"[['And', 'cut', '.'], ['Hey', ',', 'Butt', 'Guy', ',', 'what', 'the', 'hell', 'are', 'you', 'doing', '?']]","And cut. Hey, Butt Guy, what the hell are you doing?"
trn,e06,c06,u010,Joey Tribbiani,scared,"[['Well', ',', 'I', ""'m"", '-', 'I', ""'m"", 'showering', '.']]","Well, I'm- I'm showering."
trn,e06,c06,u011,Director,angry,"[['No', ',', 'that', 'was', 'clenching', '.']]","No, that was clenching."
trn,e06,c06,u012,Joey Tribbiani,scared,"[['Oh', '.'], ['Well', ',', 'the', 'way', 'I', 'see', 'it', ',', 'the', 'guy', ""'s"", 'upset', 'here', ',', ""y'know"", '?'], ['I', 'mean', ',', 'his', 'wife', ""'s"", 'dead', ',', 'his', 'brother', ""'s"", 'missing', '...'], ['I', 'think', 'his', 'butt', 'would', 'be', 'angry', 'here', '.']]","Oh. Well, the way I see it, the guy's upset here, y'know? I mean, his wife's dead, his brother's missing... I think his butt would be angry here."
trn,e06,c06,u013,Director,angry,"[['I', 'think', 'his', 'butt', 'would', 'like', 'to', 'get', 'this', 'shot', 'before', 'lunch', '.'], ['Once', 'again', ',', 'rolling', '...'], ['water', 'working', '...'], ['and', 'action', '....'], ['and', 'cut', '.'], ['What', 'was', 'that', '?']]","I think his butt would like to get this shot before lunch. Once again, rolling... water working... and action....and cut. What was that?"
trn,e06,c06,u014,Joey Tribbiani,angry,"[['I', 'was', 'going', 'for', 'quiet', 'desperation', '.'], ['But', 'if', 'you', 'have', 'to', 'ask', '...']]",I was going for quiet desperation. But if you have to ask...
trn,e07,c03,u001,Rachel Green,joy,"[['Wow', ',', 'this', 'is', 'so', 'cool', ',', 'you', 'guys', '.'], ['The', 'entire', 'city', 'is', 'blacked', 'out', '!']]","Wow, this is so cool, you guys. The entire city is blacked out!"
trn,e07,c03,u002,Monica Geller,scared,"[['Mom', 'says', 'it', ""'s"", 'all', 'of', 'Manhattan', ',', 'parts', 'of', 'Brooklyn', 'and', 'Queens', ',', 'and', 'they', 'have', 'no', 'idea', 'when', 'it', ""'s"", 'coming', 'back', 'on', '.']]","Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on."
trn,e07,c03,u003,Rachel Green,joy,"[['Wow', ',', 'you', 'guys', ',', 'this', 'is', 'big', '.']]","Wow, you guys, this is big."
trn,e07,c03,u004,Monica Geller,angry,"[['Pants', 'and', 'a', 'sweater', '?'], ['Why', ',', 'mom', '?'], ['Who', 'am', 'I', 'gon', 'na', 'meet', 'in', 'a', 'blackout', '?'], ['Power', 'company', 'guys', '?'], ['Eligible', 'looters', '?'], ['Could', 'we', 'talk', 'about', 'this', 'later', '?'], ['OK', '.']]","Pants and a sweater? Why, mom? Who am I gonna meet in a blackout? Power company guys? Eligible looters? Could we talk about this later? OK."
trn,e07,c03,u005,Phoebe Buffay,scared,"[['Can', 'I', 'borrow', 'the', 'phone', '?'], ['I', 'want', 'to', 'call', 'my', 'apartment', 'and', 'check', 'on', 'my', 'grandma', '.'], ['What', ""'s"", 'my', 'number', '?']]",Can I borrow the phone? I want to call my apartment and check on my grandma. What's my number?
trn,e07,c03,u007,Phoebe Buffay,neutral,"[['Well', ',', 'I', 'never', 'call', 'me', '.']]","Well, I never call me."
trn,e07,c04,u001,Chandler Bing,joy,"[['Oh', 'my', 'God', ',', 'it', ""'s"", 'that', 'Victoria', ""'s"", 'Secret', 'model', '.'], ['Something', '...'], ['something', 'Goodacre', '.']]","Oh my God, it's that Victoria's Secret model. Something... something Goodacre."
trn,e07,c04,u002,Jill Goodacre,neutral,"[['Hi', 'Mom', ',', 'it', ""'s"", 'Jill', '.']]","Hi Mom, it's Jill."
trn,e07,c04,u003,Chandler Bing,scared,"[['She', ""'s"", 'right', ',', 'it', ""'s"", 'Jill', '.'], ['Jill', 'Goodacre', '.'], ['Oh', 'my', 'God', '.'], ['I', 'am', 'trapped', 'in', 'an', 'ATM', 'vestibule', 'with', 'Jill', 'Goodacre', '!'], ['Is', 'it', 'a', 'vestibule', '?'], ['Maybe', 'it', ""'s"", 'an', 'atrium', '.'], ['Oh', ',', 'yeah', ',', 'that', 'is', 'the', 'part', 'to', 'focus', 'on', ',', 'you', 'idiot', '!']]","She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre! Is it a vestibule? Maybe it's an atrium. Oh, yeah, that is the part to focus on, you idiot!"
trn,e07,c04,u004,Jill Goodacre,neutral,"[['Yeah', ',', 'I', ""'m"", 'fine', '.'], ['I', ""'m"", 'just', 'stuck', 'at', 'the', 'bank', ',', 'in', 'an', 'ATM', 'vestibule', '.']]","Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule."
trn,e07,c04,u005,Chandler Bing,neutral,"[['Jill', 'says', 'vestibule', '...'], ['I', ""'m"", 'going', 'with', 'vestibule', '.']]",Jill says vestibule... I'm going with vestibule.
trn,e07,c04,u006,Jill Goodacre,neutral,"[['I', ""'m"", 'fine', '.'], ['No', ',', 'I', ""'m"", 'not', 'alone', '...'], ['I', 'do', ""n't"", 'know', ',', 'some', 'guy', '.']]","I'm fine. No, I'm not alone... I don't know, some guy."
trn,e07,c04,u007,Chandler Bing,joy,"[['Oh', '!'], ['Some', 'guy', '.'], ['Some', 'guy', '.'], [""'"", 'Hey', 'Jill', ',', 'I', 'saw', 'you', 'with', 'some', 'guy', 'last', 'night', '.'], ['Yes', ',', 'he', 'was', 'some', 'guy', '.']]","Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was some guy."
trn,e07,c05,u001,Joey Tribbiani,neutral,"[['Hi', 'everyone', '.']]",Hi everyone.
trn,e07,c05,u002,Ross Geller,neutral,"[['And', 'officiating', 'at', 'tonight', ""'s"", 'blackout', ',', 'is', 'Rabbi', 'Tribbiani', '.']]","And officiating at tonight's blackout, is Rabbi Tribbiani."
trn,e07,c05,u003,Joey Tribbiani,joy,"[['Well', ',', 'Chandler', ""'s"", 'old', 'roomate', 'was', 'Jewish', ',', 'and', 'these', 'are', 'the', 'only', 'candles', 'we', 'have', ',', 'so', '...'], ['Happy', 'Chanukah', ',', 'everyone', '.']]","Well, Chandler's old roomate was Jewish, and these are the only candles we have, so... Happy Chanukah, everyone."
trn,e07,c05,u004,Phoebe Buffay,angry,"[['Eww', ',', 'look', '.'], ['Ugly', 'Naked', 'Guy', 'lit', 'a', 'bunch', 'of', 'candles', '.']]","Eww, look. Ugly Naked Guy lit a bunch of candles."
trn,e07,c05,u006,Rachel Green,sad,"[['That', 'had', 'to', 'hurt', '!']]",That had to hurt!
trn,e07,c06,u001,Chandler Bing,joy,"[['Alright', ',', 'alright', ',', 'alright', '.'], ['It', ""'s"", 'been', 'fourteen', 'and', 'a', 'half', 'minutes', 'and', 'you', 'still', 'have', 'not', 'said', 'one', 'word', '.'], ['Oh', 'God', ',', 'do', 'something', '.'], ['Just', 'make', 'contact', ',', 'smile', '!']]","Alright, alright, alright. It's been fourteen and a half minutes and you still have not said one word. Oh God, do something. Just make contact, smile!"
trn,e07,c06,u003,Chandler Bing,joy,"[['There', 'you', 'go', '!']]",There you go!
trn,e07,c06,u005,Chandler Bing,scared,"[['You', ""'re"", 'definitely', 'scaring', 'here', '.']]",You're definitely scaring here.
trn,e07,c06,u006,Jill Goodacre,joy,"[['Would', 'you', 'like', 'to', 'call', 'somebody', '?']]",Would you like to call somebody?
trn,e07,c06,u007,Chandler Bing,joy,"[['Yeah', ',', 'about', '300', 'guys', 'I', 'went', 'to', 'high', 'school', 'with', '.'], ['Yeah', ',', 'thanks', '.']]","Yeah, about 300 guys I went to high school with. Yeah, thanks."
trn,e07,c07,u001,Monica Geller,neutral,"[['Hello', '?']]",Hello?
trn,e07,c07,u002,Chandler Bing,neutral,"[['Hey', ',', 'it', ""'s"", 'me', '.']]","Hey, it's me."
trn,e07,c07,u003,Monica Geller,scared,"[['It', ""'s"", 'Chandler', '!'], ['Are', 'you', 'OK', '?']]",It's Chandler! Are you OK?
trn,e07,c07,u004,Chandler Bing,sad,"[['Yeah', ',', 'I', ""'m"", 'fine', '.'], ['I', ""'m"", 'trppd', 'in', 'an', 'ATM', 'vstbl', 'wth', 'Jll', 'Gdcr.']]","Yeah, I'm fine. I'm trppd in an ATM vstbl wth Jll Gdcr."
trn,e07,c07,u005,Monica Geller,scared,"[['What', '?']]",What?
trn,e07,c07,u006,Chandler Bing,scared,"[['I', ""'m"", 'trppd', '...'], ['in', 'an', 'ATM', 'vstbl', '...'], ['wth', 'Jll', 'Gdcr', '!']]",I'm trppd... in an ATM vstbl... wth Jll Gdcr!
trn,e07,c07,u007,Monica Geller,scared,"[['I', 'have', 'no', 'idea', 'what', 'you', 'just', 'said', '.']]",I have no idea what you just said.
trn,e07,c07,u008,Chandler Bing,angry,"[['Put', 'Joey', 'on', 'the', 'phone', '.']]",Put Joey on the phone.
trn,e07,c07,u009,Joey Tribbiani,neutral,"[['What', ""'s"", 'up', 'man', '?']]",What's up man?
trn,e07,c07,u010,Chandler Bing,scared,"[['I', ""'m"", 'trppd', '...'], ['in', 'an', 'ATM', 'vstbl', '...'], ['wth', 'JLL', 'GDCR.']]",I'm trppd... in an ATM vstbl... wth JLL GDCR.
trn,e07,c07,u011,Joey Tribbiani,joy,"[['Oh', 'my', 'God', '!'], ['He', ""'s"", 'trapped', 'in', 'an', 'ATM', 'vestibule', 'with', 'Jill', 'Goodacre', '!'], ['Chandler', ',', 'listen', '.']]","Oh my God! He's trapped in an ATM vestibule with Jill Goodacre! Chandler, listen."
trn,e07,c07,u012,Chandler Bing,peaceful,"[['Yeah', ',', 'like', 'that', 'thought', 'never', 'entered', 'my', 'mind', '.']]","Yeah, like that thought never entered my mind."
trn,e07,c11,u001,Rachel Green,joy,"[['Hmmm', '...'], ['this', 'is', 'so', 'nice', '.']]",Hmmm... this is so nice.
trn,e07,c11,u002,Ross Geller,joy,"[['OK', ',', 'I', 'have', 'a', 'question', '.'], ['Well', ',', 'actually', ',', 'it', ""'s"", 'not', 'so', 'much', 'a', 'question', 'as', '..'], ['more', 'of', 'a', 'general', 'wondering', '...'], ['ment', '.']]","OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment."
trn,e07,c11,u003,Rachel Green,neutral,"[['OK', '.']]",OK.
trn,e07,c11,u004,Ross Geller,neutral,"[['OK', '.'], ['Here', 'goes', '.'], ['For', 'a', 'while', 'now', ',', 'I', ""'ve"", 'been', 'wanting', 'to', ',', 'um', '....']]","OK. Here goes. For a while now, I've been wanting to, um...."
trn,e07,c11,u005,Rachel Green,joy,"[['Ohhh', '!!!!']]",Ohhh!!!!
trn,e07,c11,u006,Ross Geller,neutral,"[['Yes', ',', 'yes', ',', 'that', ""'s"", 'right', '...']]","Yes, yes, that's right..."
trn,e07,c11,u007,Rachel Green,peaceful,"[['Oh', ',', 'look', 'at', 'the', 'little', 'cat', '!']]","Oh, look at the little cat!"
trn,e07,c11,u008,Ross Geller,scared,"[['What', '?'], ['Ow', '!']]",What? Ow!
trn,e07,c11,u010,Joey Tribbiani,powerful,"[['I', ""'m"", 'on', 'top', 'of', 'the', 'world', ',', 'looking', 'down', 'on', 'creation', 'and', 'the', 'only', 'explanation', 'I', 'can', 'find', ',', 'is', 'the', 'wonders', 'I', ""'ve"", 'found', 'ever', 'since', '...']]","I'm on top of the world, looking down on creation and the only explanation I can find, is the wonders I've found ever since..."
trn,e07,c12,u001,Monica Geller,peaceful,"[['This', 'is', 'just', 'Bactine', '.'], ['It', 'wo', ""n't"", 'hurt', '.']]",This is just Bactine. It won't hurt.
